time,time_elapsed,time_work,time_error,output,input,acceleration_x,acceleration_y,acceleration_z,failure,next_hour_failure
2023-01-02 00:50:00,58720.9,0.0,58720.9,0.0,0.0,-0.00137551945699344,-0.047370792179148066,1.0081717843978433,1,1.0
2023-01-02 01:00:00,59320.7,0.0,59320.7,0.0,0.0,-0.0013302143898634802,-0.047375743936292666,1.0079817147329764,1,1.0
2023-01-02 01:10:00,59920.8,0.0,59920.8,0.0,0.0,-0.00128379102610544,-0.04734112802439243,1.0081648763527642,1,1.0
2023-01-02 01:20:00,60520.7,0.0,60520.7,0.0,0.0,-0.00134862461599421,-0.04736221198694851,1.0082280346316659,1,1.0
2023-01-02 01:30:00,61120.8,0.0,61120.8,0.0,0.0,-0.00137554905835105,-0.047426117463485115,1.008225288820349,1,1.0
2023-01-02 01:40:00,61720.7,0.0,61720.7,0.0,0.0,-0.00134487820122171,-0.04742681948093623,1.0082313986512248,1,1.0
2023-01-02 01:50:00,62320.7,0.0,62320.7,0.0,0.0,-0.00130366426054063,-0.0473810218222944,1.0083108299893362,1,1.0
2023-01-02 02:00:00,62920.6,0.0,62920.6,0.0,0.0,-0.00130092847238189,-0.04736735701435783,1.008317603952829,1,1.0
2023-01-02 02:10:00,63520.7,0.0,63520.8,0.0,0.0,-0.00129575653307638,-0.047377268347331206,1.0083197728572635,1,1.0
2023-01-02 02:20:00,64120.8,0.0,64120.8,0.0,0.0,-0.00128765145563331,-0.04739288230299834,1.008289392172102,1,1.0
2023-01-02 02:30:00,64720.7,0.0,64720.7,0.0,0.0,-0.00133430524942426,-0.04744787022798453,1.0082602849681623,1,1.0
2023-01-02 02:40:00,65320.8,0.0,65320.8,0.0,0.0,-0.00132568162636873,-0.04741097358856211,1.008411993240553,1,1.0
2023-01-02 02:50:00,65920.9,0.0,65921.0,0.0,0.0,-0.00134031804809347,-0.04745965067614191,1.0084075889060635,1,1.0
2023-01-02 03:00:00,66520.8,0.0,66520.8,0.0,0.0,-0.0013252265126185599,-0.04744728546808658,1.008512403716486,1,1.0
2023-01-02 03:10:00,67120.7,0.0,67120.7,0.0,0.0,-0.00135918056502007,-0.04746841165885901,1.0084178466989513,1,1.0
2023-01-02 03:20:00,67720.8,0.0,67720.8,0.0,0.0,-0.0014058809309880598,-0.04752275483153443,1.0082455545097444,1,1.0
2023-01-02 03:30:00,68320.9,0.0,68320.9,0.0,0.0,-0.0013805881443474202,-0.04747349240442505,1.00815591492907,1,1.0
2023-01-02 03:40:00,68920.7,0.0,68920.7,0.0,0.0,-0.0013677448380991,-0.04748835687956078,1.00800589503793,1,1.0
2023-01-02 03:50:00,69520.8,0.0,69520.8,0.0,0.0,-0.001369932299127,-0.047497231088109396,1.0080988233417247,1,1.0
2023-01-02 04:00:00,70137.33333333333,0.0,70137.33333333333,0.0,0.0,-0.001380759199934478,-0.047480323477643534,1.0081257167563138,1,1.0
2023-01-02 04:10:00,70720.8,0.0,70720.8,0.0,0.0,-0.0013954442047174,-0.047461857047762276,1.0080346192452367,1,1.0
2023-01-02 04:20:00,71320.7,0.0,71320.7,0.0,0.0,-0.00140608666562146,-0.04746013710645445,1.0080571388270212,1,1.0
2023-01-02 04:30:00,71920.7,0.0,71920.8,0.0,0.0,-0.00143088821045393,-0.04748243870033114,1.008073748248793,1,1.0
2023-01-02 04:40:00,72520.8,0.0,72520.8,0.0,0.0,-0.00140995761250155,-0.047488181078131894,1.0080583262998561,1,1.0
2023-01-02 04:50:00,73120.7,0.0,73120.7,0.0,0.0,-0.0013641275724802899,-0.04746810326701245,1.0080924658849804,1,1.0
2023-01-02 05:00:00,73720.8,0.0,73720.8,0.0,0.0,-0.00143835754197024,-0.04749927982281481,1.0081103130484248,1,1.0
2023-01-02 05:10:00,74320.7,0.0,74320.7,0.0,0.0,-0.0014217140131922898,-0.04750431397147341,1.0080667674586992,1,1.0
2023-01-02 05:20:00,74920.8,0.0,74920.8,0.0,0.0,-0.00142570751331645,-0.04750828705433837,1.008092907229169,1,1.0
2023-01-02 05:30:00,75520.8,0.0,75520.8,0.0,0.0,-0.0014404640159753801,-0.0474767183026234,1.008208794062709,1,1.0
2023-01-02 05:40:00,76120.7,0.0,76120.7,0.0,0.0,-0.00137927461754435,-0.04747544254008485,1.0080668142151854,1,1.0
2023-01-02 05:50:00,76720.8,0.0,76720.8,0.0,0.0,-0.00136663401645592,-0.04747484900515742,1.0081119465422843,1,1.0
2023-01-02 06:00:00,77320.7,0.0,77320.7,0.0,0.0,-0.00138339819389068,-0.047508364306080055,1.0081305799343563,1,1.0
2023-01-02 06:10:00,77920.8,0.0,77920.8,0.0,0.0,-0.00145710506194238,-0.04751674563848459,1.0081473369629745,1,1.0
2023-01-02 06:20:00,78520.7,0.0,78520.7,0.0,0.0,-0.00140181798840647,-0.04747652419561838,1.0080438423773095,1,1.0
2023-01-02 06:30:00,79120.6,0.0,79120.6,0.0,0.0,-0.00137062932674222,-0.04745012593784183,1.0080739408645853,1,1.0
2023-01-02 06:40:00,79720.8,0.0,79720.8,0.0,0.0,-0.00135483896818816,-0.047461678396588804,1.008084787685366,1,1.0
2023-01-02 06:50:00,80320.7,0.0,80320.7,0.0,0.0,-0.00134989549904969,-0.04743982921050879,1.0081754565758518,1,1.0
2023-01-02 07:00:00,80920.6,0.0,80920.6,0.0,0.0,-0.0013738823392113301,-0.047431197059066246,1.0082084976705115,1,1.0
2023-01-02 07:10:00,81520.4,0.0,81520.4,0.0,0.0,-0.0013480820095905601,-0.04747924916702623,1.0082251244105978,1,1.0
2023-01-02 07:20:00,82120.7,0.0,82120.7,0.0,0.0,-0.00136019684421794,-0.04743714491244303,1.0081746713750972,1,1.0
2023-01-02 07:30:00,82720.7,0.0,82720.7,0.0,0.0,-0.00140193830048845,-0.04745161839580311,1.0082107707768557,1,1.0
2023-01-02 07:40:00,83320.6,0.0,83320.6,0.0,0.0,-0.0013773899589363,-0.04741315515723222,1.0081528452245982,1,0.0
2023-01-02 07:50:00,83920.5,0.0,83920.5,0.0,0.0,-0.00135952902555634,-0.047514703160785085,1.0080436119836913,1,0.0
2023-01-02 08:00:00,84520.7,0.0,84520.7,0.0,0.0,-0.00137996591321788,-0.047510397100422166,1.0081682262583873,1,0.0
2023-01-02 08:10:00,85120.7,0.0,85120.7,0.0,0.0,-0.0013699601094259099,-0.047466933309936135,1.0081411096218207,1,0.0
2023-01-02 08:20:00,85720.4,0.0,85720.4,0.0,0.0,-0.00135009115647661,-0.04744651805368247,1.0081881878803127,1,0.0
2023-01-02 08:30:00,51760.6,0.0,51760.6,0.0,0.0,-0.00136209687080717,-0.04747707602948622,1.0082643081217095,1,0.0
